Lehti;Number;Number_extra;Count;Year;Tekijä;Novelli;Alkup-novelli;Alkup-vuosi;Suomentaja;runo;raapale;filk
Tähtivaeltaja;2;;;2014;van Rooyen, Suzanne;Missä unia kasvaa;Where Dreams Are Grown;2012;Vainikainen-Uusitalo, Johanna;;;
Tähtivaeltaja;2;;;2006;VanderMeer, Jeff;Kaupunki;The City;2004;Jerrman, Toni;;;
Tähtivaeltaja;1;;;2007;VanderMeer, Jeff;Kuningaskalmari;King Squid;2002;;;;
Tähtivaeltaja;4;;;2002;VanderMeer, Jeff;Ote Hoegbottonin oppaasta eteläiseen Ambergrisin kaupunkiin;;;Blommila, Hannu;;;
Tähtivaeltaja;4;;;2002;VanderMeer, Jeff;Vaihtokauppa;The Exchange;2001;Blommila, Hannu;;;
Tähtivaeltaja;3;;;2005;Varley, John;Barbiemurhat;The Barbie Murders;1978;Leikomaa, Marianne;;;
Tähtivaeltaja;4;;;1988;Varley, John;Pikkujuttu;Bagatelle;1974;Sinkkonen, Marja;;;
Tähtivaeltaja;4;;;1992;Varley, John;Päiväntasaus;Equinoctial;1977;Sinkkonen, Marja;;;
Tähtivaeltaja;2;;;2004;Vukcevich, Ray;Villapaita;The Sweater;2001;Leikomaa, Marianne;;;
Tähtivaeltaja;2;;;2005;Waldrop, Howard;ME;US;1998;Hlinovsky, Jan;;;
Tähtivaeltaja;2;;;2016;Watson, Ian;Heinrich Himmler Barcelonan hallusinaatiosellissä;Heinrich Himmler in the Barcelona Hallucination Cell;2016;Silvonen, Sarianna;;;
Tähtivaeltaja;2;;;2013;Watts, Peter;Oliot;The Things;2010;Blommila, Hannu;;;
Tähtivaeltaja;2;;;2012;Williams, Liz;La Malcontenta;La Malcontenta;2005;Mäkelä, J. Pekka;;;
Tähtivaeltaja;3;;;2006;Williams, Liz;Seikkailuja aavekaupan parissa;Adventures in the Ghost Trade;2000;Leikomaa, Marianne;;;
Tähtivaeltaja;2;;;1993;Williams, Walter Jon;Dinosaurukset;Dinosaurs;1990;Santikko, Sauli;;;
Tähtivaeltaja;1;;;1996;Williams, Walter Jon;Suden hetki;Wolf Time;1987;Ronni, Tapani;;;
Tähtivaeltaja;2;;;1999;Willis, Connie;Melua;Ado;1988;Vainikainen, Johanna;;;
Tähtivaeltaja;1;;;2012;Wolfe, Gene;Calamity loikkii;Calamity Warps;2003;Leikomaa, Marianne;;;
Tähtivaeltaja;1;;;1988;Wolfe, Gene;Robotin tarina;Robot's Story;1972;Manninen, Pekka A.;;;
Tähtivaeltaja;1;;;2012;Wolfe, Gene;Tohtori Kuoleman saari ja muita kertomuksia;The Island of Doctor Death and Other Stories;1970;Silvonen, Sarianna;;;
Tähtivaeltaja;2;;;2003;Zivkovic, Zoran;Kotikirjasto;Home Library;2002;Tenhunen, Eeva-Liisa;;;
Tähtivaeltaja;2;;;1991;Ahonen, Marko;Ruostunut kapinallinen;;;;;;
Tähtivaeltaja;3;;;1990;Ahonen, Marko;Tumma hetki maailmanhistoriassa;;;;;;
Tähtivaeltaja;1;;;2018;Alatalo, Katri;Hiekan suutelema;;;;;;
Tähtivaeltaja;3;;;2013;Alatalo, Katri;Unettomat;;;;;;
Tähtivaeltaja;4;;;2014;Antila, Samuli;Pelastaja;;;;;;
Tähtivaeltaja;4;;;1997;Blommila, Hannu;Gregor Samsan syndrooma;;;;;;
Tähtivaeltaja;4;;;1999;Blommila, Hannu;ThRAK: Punainen hätätila!;;;;;;
Tähtivaeltaja;3;;;2004;Dufva, Lotta;Taiteilijan vankeus;;;;;;
Tähtivaeltaja;3;;;2018;Enoranta, Siiri;Tuhatkuolevan kirous (näyte romaanista);;;;;;
Tähtivaeltaja;3;;;2016;Hai, Magdalena;Fairyland;;;;;;
Tähtivaeltaja;2;;;1991;Hintikka, Kari;Iltapäivä Compupolissa 1;;;;;;
Tähtivaeltaja;2;;;1991;Hintikka, Kari;Iltapäivä Compupolissa 2;;;;;;
Tähtivaeltaja;2;;;1991;Hintikka, Kari;Iltapäivä Compupolissa 3;;;;;;
Tähtivaeltaja;2;;;1991;Hintikka, Kari;Iltapäivä Compupolissa 4;;;;;;
Tähtivaeltaja;3;;;1991;Hintikka, Kari;Iltapäivä Compupolissa 5;;;;;;
Tähtivaeltaja;3;;;1991;Hintikka, Kari;Iltapäivä Compupolissa 6;;;;;;
Tähtivaeltaja;3;;;1991;Hintikka, Kari;Iltapäivä Compupolissa 7;;;;;;
Tähtivaeltaja;4;;;1991;Hintikka, Kari;Iltapäivä Compupolissa 8;;;;;;
Tähtivaeltaja;4;;;1991;Hintikka, Kari;Iltapäivä Compupolissa 9;;;;;;
Tähtivaeltaja;4;;;1991;Hintikka, Kari;Iltapäivä Compupolissa 10;;;;;;
Tähtivaeltaja;1;;;1992;Hintikka, Kari;Iltapäivä Compupolissa 11;;;;;;
Tähtivaeltaja;1;;;1992;Hintikka, Kari;Iltapäivä Compupolissa 12;;;;;;
Tähtivaeltaja;2;;;1992;Hintikka, Kari;Iltapäivä Compupolissa 13;;;;;;
Tähtivaeltaja;2;;;1992;Hintikka, Kari;Iltapäivä Compupolissa 14;;;;;;
Tähtivaeltaja;3;;;1992;Hintikka, Kari;Iltapäivä Compupolissa 1;;;;;;
Tähtivaeltaja;3;;;1992;Hintikka, Kari;Iltapäivä Compupolissa 1;;;;;;
Tähtivaeltaja;1;;;1991;Hurtta, Boris;Ihmeitä tapahtuu myös Traktorovskissa;;;;;;
Tähtivaeltaja;1;;;1990;Hurtta, Boris;Neljäs kerros;;;;;;
Tähtivaeltaja;2;;;1989;Hurtta, Boris;Rantakäärme pakkasella;;;;;;
Tähtivaeltaja;2;;;1984;Jerrman, Toni;Nothing Sacred;;;;;;
Tähtivaeltaja;3;;;2015;Jyrkäs, Juha;Ouramoinen, IV laulu - Taisteluiden tuoksinassa;;;;;;
Tähtivaeltaja;1;;;1993;Järvinen, Matti;Jeesuksen trauma;;;;;;
Tähtivaeltaja;4;;;1998;Jääskeläinen, Pasi;Alla pinnan toiseus piilee;;;;;;
Tähtivaeltaja;2;;;2004;Jääskeläinen, Pasi;Katakombeista;;;;;;
Tähtivaeltaja;3;;;2001;Jääskeläinen, Pasi;Kiviselle armaalle;;;;;;
Tähtivaeltaja;3;;;2001;Jääskeläinen, Pasi;Morfeuksen kolikot;;;;;;
Tähtivaeltaja;2;;;1998;Jääskeläinen, Pasi;Perheterapiaa;;;;;;
Tähtivaeltaja;3;;;2001;Jääskeläinen, Pasi;Tunnustukseni;;;;;;
Tähtivaeltaja;1;;;2017;Kaarna, Samu;Mariaanien hauta;;;;;;
Tähtivaeltaja;2;;;2008;Kangasvuo, Jenny;Hajun virta;;;;;;
Tähtivaeltaja;4;;;1990;Kasvi, Jyrki J.J.;Vihersiipi;;;;;;
Tähtivaeltaja;4;;;2011;Katajala, Jussi;Valkoisen kanin tapaus;;;;;;
Tähtivaeltaja;4;;;2018;Kauppila, Suvi;Kolmanteen polveen;;;;;;
Tähtivaeltaja;3;;;1985;Kilpi, Tuomas;Aamulla varhain;;;;;;
Tähtivaeltaja;4;;;1984;Kilpi, Tuomas;Debeb 114;;;;;;
Tähtivaeltaja;3;;;1984;Kilpi, Tuomas;Hades;;;;;;
Tähtivaeltaja;3;;;1986;Kilpi, Tuomas;Sypressien tuoksu;;;;;;
Tähtivaeltaja;3;;;1991;Kita, Rene;Bo Sark - romumetallinen tarina;;;;;;
Tähtivaeltaja;3;;;1994;Kita, Rene;Jäidenlähtö;;;;;;
Tähtivaeltaja;3;;;1994;Kita, Rene;Töihin!;;;;;;
Tähtivaeltaja;1;;;1986;Kittilä, Mikko;Elopaino nolla grammaa;;;;;;
Tähtivaeltaja;3;;;1997;Kivelä, Marko;Ritari aikojen takaa;;;;;;
Tähtivaeltaja;4;;;1999;Kivilahti, Katja;Ménage à trois;;;;;;
Tähtivaeltaja;2;;;2004;Kivilahti, Katja;Vaitija;;;;;;
Tähtivaeltaja;4;;;2015;Kontro, Inkeri;Jahti;;;;;;
Tähtivaeltaja;3;;;2006;Koskinen, Juha-Pekka;Kellastunutta ruohoa;;;;;;
Tähtivaeltaja;1;;;2005;Koskinen, Juha-Pekka;Ääriviivaton;;;;;;
Tähtivaeltaja;1;;;1993;Kouta, J.;Elonkorjuu;;;;;;
Tähtivaeltaja;2;;;2006;Laajarinne, Jukka;Linssien takaa;;;;;;
Tähtivaeltaja;4;;;2006;Laajarinne, Jukka;Loppuun asti - triptyykki;;;;;;
Tähtivaeltaja;3;;;2006;Laajarinne, Jukka;Metsästäjä-keräilijä;;;;;;
